2026-08-10|Felipe|codigo_quebrado|so_depois|docs de tres funcoes descreviam a saida da regua como confianca e mandavam inverter
2026-08-10|Felipe|generalizacao|so_depois|argumento do passo 3 sustentado num c que a regua nunca alcanca
2026-08-09|Felipe|alucinacao_numerica|execucao_teste|atribuiu ao z expansivo uma troca de sinal que era do recorte de amostra
2026-08-09|Felipe|escopo_errado|confererencia_humana|propos trio de views em que nenhuma le o Polymarket tratando a tese como desempate
2026-08-09|Felipe|codigo_quebrado|execucao_teste|extracao do data para caminho longo estourou o limite do Windows e deixou JSON faltando
2026-08-09|Felipe|codigo_quebrado|autocorrecao|leu o P das views do diagnostics do motor que nao guarda o P
2026-08-09|Felipe|codigo_quebrado|execucao_teste|teste de sinal reconstruido com defasagem errada nao reproduzia o controle
2026-08-09|Felipe|codigo_quebrado|so_depois|base da grade do M3 declarada errada invertia a view B registrada em 15g
2026-08-09|Felipe|codigo_quebrado|autocorrecao|diff sem strip-trailing-cr contou CRLF e reportou 130 linhas de deriva inexistentes
2026-08-09|Felipe|escopo_errado|autocorrecao|git stash pop preso em timeout deixou a arvore sem a correcao durante a medicao
2026-08-09|Felipe|codigo_quebrado|so_depois|texto cravado no gate_sleeves afirmava mu invertido nos dois ativos
2026-08-09|Felipe|codigo_quebrado|so_depois|texto cravado no premissa_taticas fixava contaminados TIP e TLT
2026-08-08|Felipe|codigo_quebrado|execucao_teste|Sigma do encolhimento com a janela do backtest em vez da historia inteira
2026-08-08|Felipe|alucinacao_numerica|autocorrecao|contagem errada de desenhos taticos 9 no lugar de 12 numa resposta ao dono
2026-08-08|Felipe|codigo_quebrado|execucao_teste|mu sem linha de base media o bull market em vez do drift do anuncio
2026-08-08|Felipe|codigo_quebrado|execucao_teste|mu de 17 eventos entrou no inv(deltaSigma) sem encolhimento
2026-08-08|Felipe|generalizacao|execucao_teste|declarou que a transversal reprovou numa regua sem rodar o mesmo teste nas incumbentes
2026-08-08|Felipe|generalizacao|execucao_teste|desenhou a view de incerteza linear na entropia supondo que a forma sobreviveria a troca
2026-08-08|Felipe|generalizacao|execucao_teste|esperava a transversal comprada em TIP por analogia com a 2.2
